"bathrooms"|"bedrooms"|"beds"|"city"|"id"|"lat"|"lng"|"localized_city"|"neighborhood"|"person_capacity"|"public_address"|"reviews_count"|"room_type"|"star_rating"|"user_id"|"curr"|"price"|"scrapedate"|"guests"|"i"|"price_range"|"geo"|"lon"|"ppp"
2|1|1|"Vernier"|13370710|46.2222163668986|6.09299794583513|"Vernier"|NA|2|"Vernier, Genève 1214, Schweiz"|2|"Privatzimmer"|NA|75923575|"CHF"|21|2017-01-28|1|0|20|0|0|10.5
1|0|1|"Genève"|16212962|46.2102581310892|6.14674300871281|"Genf"|NA|2|"Genf, Genève 1201, Schweiz"|0|"Ganze Unterkunft"|NA|104593668|"CHF"|21|2017-01-28|1|0|20|0|0|10.5
1|1|1|"Châtelaine"|13357390|46.2114244330958|6.11310419487318|"Châtelaine"|NA|1|"Châtelaine, Genève 1219, Schweiz"|0|"Privatzimmer"|NA|75757212|"CHF"|19|2017-01-28|1|0|20|0|0|19
1.5|1|1|"Grand-Lancy"|14244815|46.1759557480777|6.11228091765335|"Grand-Lancy"|NA|1|"Grand-Lancy, Genève 1212, Schweiz"|11|"Privatzimmer"|5|86270657|"CHF"|26|2017-01-28|1|0|25|0|0|26
1|1|1|"Genthod"|10484352|46.2608016883152|6.14367021223454|"Genthod"|NA|1|"Genthod, Genève 1294, Schweiz"|0|"Privatzimmer"|NA|1560904|"CHF"|26|2017-01-28|1|0|25|0|0|26
1|1|1|"Geneva"|647112|46.204512649284|6.16101929884124|"Genf"|NA|1|"Genf, Genf 1207, Schweiz"|14|"Privatzimmer"|5|3244168|"CHF"|26|2017-01-28|1|0|25|0|0|26
1.5|1|1|"Carouge"|16801405|46.1852669736474|6.14581423630887|"Carouge"|NA|1|"Carouge, Genève 1227, Schweiz"|0|"Privatzimmer"|NA|45369467|"CHF"|22|2017-01-28|1|0|25|0|0|22
2|1|1|"Carouge"|16835675|46.175758120064|6.1435736983201|"Carouge"|NA|1|"Carouge, Genève 1227, Schweiz"|0|"Gemeinsames Zimmer"|NA|36926333|"CHF"|22|2017-01-28|1|0|25|0|0|22
2|1|2|"Genève"|5903347|46.1955490280502|6.14724463385689|"Genf"|NA|3|"Genf, Genève 1205, Schweiz"|88|"Gemeinsames Zimmer"|4.5|30661130|"CHF"|25|2017-01-28|1|0|25|0|0|8.33333333333333
1|1|1|"Le Grand-Saconnex"|13750885|46.2362936789972|6.1285525234131|"Le Grand-Saconnex"|NA|1|"Le Grand-Saconnex, Genève 1218, Schweiz"|3|"Privatzimmer"|5|66724766|"CHF"|29|2017-01-28|1|0|30|0|0|29
2|1|1|"Genève"|16155074|46.1911596226795|6.14463319475549|"Genf"|NA|1|"Genf, Genève 1205, Schweiz"|0|"Privatzimmer"|NA|105442165|"CHF"|28|2017-01-28|1|0|30|0|0|28
1|1|1|"Genève"|13301970|46.1982329625721|6.13757297119992|"Genf"|NA|2|"Genf, Genève 1205, Schweiz"|0|"Privatzimmer"|NA|75132838|"CHF"|31|2017-01-28|1|0|30|0|0|15.5
1|4|1|"Meyrin"|16689294|46.2293426642853|6.06870727768811|"Meyrin"|NA|1|"Meyrin, Genève 1217, Schweiz"|0|"Privatzimmer"|NA|96292681|"CHF"|28|2017-01-28|1|50|30|0|0|28
2|1|1|"Vernier"|14814232|46.2214581898153|6.0922686679963|"Vernier"|NA|1|"Vernier, Genève 1214, Schweiz"|1|"Privatzimmer"|NA|92593738|"CHF"|30|2017-01-28|1|50|30|0|0|30
2|1|2|"Carouge"|5283148|46.1842925113715|6.13840696233592|"Carouge"|NA|1|"Carouge, Genève 1227, Schweiz"|5|"Privatzimmer"|4.5|27352527|"CHF"|31|2017-01-28|1|50|30|0|0|31
3|1|1|"Thônex"|16013265|46.1943117704562|6.20094569705295|"Thônex"|NA|1|"Thônex, Genève 1226, Schweiz"|0|"Privatzimmer"|NA|103185631|"CHF"|28|2017-01-28|1|50|30|0|0|28
1|1|1|"Veyrier"|7030387|46.1673059642941|6.17724725847797|"Veyrier"|NA|1|"Veyrier, GE 1255, Schweiz"|4|"Privatzimmer"|4.5|20302701|"CHF"|31|2017-01-28|1|50|30|0|0|31
1.5|1|1|"Collonge-Bellerive"|13749030|46.2597965830416|6.20322529376436|"Collonge-Bellerive"|NA|1|"Collonge-Bellerive, Genève 1245, Schweiz"|0|"Privatzimmer"|NA|80536989|"CHF"|31|2017-01-28|1|100|30|0|0|31
1|1|1|"Genève"|15334538|46.1932028041611|6.15994645996061|"Genf"|NA|1|"Genf, Genève 1206, Schweiz"|10|"Gemeinsames Zimmer"|5|92751428|"CHF"|34|2017-01-28|1|0|35|0|0|34
1|1|1|"Vernier"|2510707|46.1986915106194|6.09437359521653|"Vernier"|NA|1|"Vernier, Genf 1219, Schweiz"|3|"Privatzimmer"|5|12853341|"CHF"|33|2017-01-28|1|0|35|0|0|33
1|1|1|"Chêne-Bougeries"|13870266|46.2055247042927|6.20081310090728|"Chêne-Bougeries"|NA|2|"Chêne-Bougeries, Genève 1224, Schweiz"|1|"Privatzimmer"|NA|71063415|"CHF"|32|2017-01-28|1|0|35|0|0|16
1|1|1|"Genève"|13737710|46.1988592866253|6.13690497924553|"Genf"|NA|2|"Genf, Genève 1205, Schweiz"|1|"Privatzimmer"|NA|16633014|"CHF"|36|2017-01-28|1|0|35|0|0|18
1|1|1|"Versoix"|16176233|46.2876106988528|6.15374380049363|"Versoix"|NA|1|"Versoix, Genève 1290, Schweiz"|2|"Privatzimmer"|NA|27548780|"CHF"|36|2017-01-28|1|0|35|0|0|36
1|1|1|"Vésenaz"|15262486|46.2392012610478|6.20081314714987|"Vésenaz"|NA|2|"Vésenaz, Genève 1222, Schweiz"|2|"Privatzimmer"|NA|52076334|"CHF"|36|2017-01-28|1|0|35|0|0|18
1|1|1|"Collonge-Bellerive"|11117739|46.2612093047033|6.20487391128143|"Collonge-Bellerive"|NA|1|"Collonge-Bellerive, Genève 1245, Schweiz"|5|"Privatzimmer"|5|56988764|"CHF"|34|2017-01-28|1|0|35|0|0|34
3|1|1|"Thônex"|15905990|46.1923576543698|6.20086241697058|"Thônex"|NA|1|"Thônex, Genève 1226, Schweiz"|2|"Privatzimmer"|NA|103185631|"CHF"|33|2017-01-28|1|0|35|0|0|33
1|1|1|"Genève"|13857517|46.2162972709205|6.13775236199448|"Genf"|NA|2|"Genf, Genève 1202, Schweiz"|2|"Gemeinsames Zimmer"|NA|1629204|"CHF"|36|2017-01-28|1|50|35|0|0|18
1|1|2|"Troinex"|11595154|46.1603147152121|6.14350895512214|"Troinex"|NA|2|"Troinex, GE 1256, Schweiz"|13|"Privatzimmer"|5|61343458|"CHF"|36|2017-01-28|1|50|35|0|0|18
1|1|1|"Geneva,Thônex"|2477855|46.2065626751572|6.2185491414306|"Geneva,Thônex"|NA|2|"Geneva,Thônex, Genf, Schweiz"|44|"Gemeinsames Zimmer"|4.5|12261237|"CHF"|33|2017-01-28|1|50|35|0|0|16.5
1|1|1|"Genève"|16251347|46.191867397786|6.13512226568482|"Genf"|NA|1|"Genf, GE 1227, Schweiz"|0|"Gemeinsames Zimmer"|NA|73037714|"CHF"|36|2017-01-28|1|50|35|0|0|36
1|1|1|"Genève"|15976106|46.1952526505589|6.15534822723556|"Genf"|NA|1|"Genf, Genève 1206, Schweiz"|3|"Gemeinsames Zimmer"|4|88902403|"CHF"|36|2017-01-28|1|50|35|0|0|36
1|1|1|"Genève"|14216218|46.2143236353736|6.1311713722051|"Genf"|NA|2|"Genf, Genève 1202, Schweiz"|2|"Privatzimmer"|NA|7134164|"CHF"|36|2017-01-28|1|50|35|0|0|18
1|1|1|"Genève"|11241268|46.1912391772329|6.14368109546352|"Genf"|NA|1|"Genf, Genève 1205, Schweiz"|3|"Privatzimmer"|4.5|58623358|"CHF"|36|2017-01-28|1|50|35|0|0|36
1|5|2|"Versoix"|16658840|46.2865925687604|6.15291515725554|"Versoix"|NA|2|"Versoix, Genève 1290, Schweiz"|0|"Privatzimmer"|NA|27548780|"CHF"|36|2017-01-28|1|50|35|0|0|18
1|1|1|"Corsier"|13956257|46.2577324447923|6.22706836061487|"Corsier"|NA|2|"Corsier, Genève 1246, Schweiz"|0|"Privatzimmer"|NA|38100451|"CHF"|36|2017-01-28|1|100|35|0|0|18
1.5|1|1|"Onex"|8021388|46.1879628179471|6.10100766641327|"Onex"|NA|1|"Onex, GE 1213, Schweiz"|4|"Privatzimmer"|4.5|1707525|"CHF"|36|2017-01-28|1|100|35|0|0|36
1|1|2|"Geneva"|3438416|46.1915783350472|6.15366979756067|"Genf"|NA|1|"Genf, Genf 1206, Schweiz"|5|"Privatzimmer"|4|17328637|"CHF"|33|2017-01-28|1|100|35|0|0|33
1|0|1|"Genève"|14178028|46.1934730324838|6.14110554622815|"Genf"|NA|1|"Genf, Genève 1205, Schweiz"|2|"Ganze Unterkunft"|NA|65716745|"CHF"|36|2017-01-28|1|100|35|0|0|36
1|2|1|"Genève"|6801761|46.2346925888158|6.1236689370274|"Genf"|NA|2|"Genf, Genève 1218, Schweiz"|5|"Ganze Unterkunft"|4|13943809|"CHF"|36|2017-01-28|1|100|35|0|0|18
1|1|1|"Collonge-Bellerive"|8845610|46.2560000132759|6.20546910095628|"Collonge-Bellerive"|NA|2|"Collonge-Bellerive, Genève 1245, Schweiz"|6|"Privatzimmer"|5|46281891|"CHF"|35|2017-01-28|1|100|35|0|0|17.5
1|1|1|"Genf"|3750265|46.1869788522114|6.14379807219587|"Genf"|NA|1|"Genf, Genf 1205, Schweiz"|5|"Privatzimmer"|4.5|15950762|"CHF"|36|2017-01-28|1|150|35|0|0|36
1|1|1|"Geneva"|13028670|46.1948219313997|6.15242263272223|"Genf"|NA|1|"Genf, Genf, Schweiz"|0|"Privatzimmer"|NA|65077952|"CHF"|34|2017-01-28|1|150|35|0|0|34
1|1|2|"Genève"|16078496|46.201274346566|6.1677074465139|"Genf"|NA|3|"Genf, Genève 1207, Schweiz"|2|"Privatzimmer"|NA|104772846|"CHF"|33|2017-01-28|1|150|35|0|0|11
1|1|1|"Le Grand-Saconnex"|15034006|46.2319384305903|6.12424648600153|"Le Grand-Saconnex"|NA|1|"Le Grand-Saconnex, Genève 1218, Schweiz"|2|"Privatzimmer"|NA|89151275|"CHF"|36|2017-01-28|1|150|35|0|0|36
1|1|2|"Veyrier"|16051776|46.1730570115938|6.17068593421217|"Veyrier"|NA|2|"Veyrier, GE 1255, Schweiz"|6|"Privatzimmer"|4.5|38905479|"CHF"|39|2017-01-28|1|0|40|0|0|19.5
1|1|1|"Grand-Lancy"|347734|46.1678873413186|6.13623709466197|"Grand-Lancy"|NA|1|"Grand-Lancy, Genf 1212, Schweiz"|38|"Privatzimmer"|4.5|1762307|"CHF"|41|2017-01-28|1|0|40|0|0|41
1|1|1|"Onex"|4769087|46.1795451471801|6.09514296438412|"Onex"|NA|1|"Onex, Genève 1213, Schweiz"|58|"Privatzimmer"|5|22431546|"CHF"|40|2017-01-28|1|0|40|0|0|40
1|1|1|"Genève"|14618017|46.1944997184071|6.15293013951869|"Genf"|NA|1|"Genf, Genève 1206, Schweiz"|13|"Privatzimmer"|4.5|37217146|"CHF"|39|2017-01-28|1|0|40|0|0|39
1.5|1|1|"Grand-Lancy"|14210264|46.1764470939818|6.1119278804784|"Grand-Lancy"|NA|2|"Grand-Lancy, Genève 1212, Schweiz"|13|"Privatzimmer"|4.5|86270657|"CHF"|41|2017-01-28|1|50|40|0|0|20.5
1|1|1|"Genève"|6113951|46.2053944835361|6.13733934433357|"Genf"|NA|1|"Genf, Genève 1201, Schweiz"|16|"Privatzimmer"|4.5|31721634|"CHF"|37|2017-01-28|1|50|40|0|0|37
2|1|1|"Carouge"|15750687|46.1750009972846|6.14110426263118|"Carouge"|NA|2|"Carouge, Genève 1227, Schweiz"|1|"Privatzimmer"|NA|36926333|"CHF"|41|2017-01-28|1|50|40|0|0|20.5
1|1|2|"Veyrier"|15698794|46.1661205054457|6.18420395510345|"Veyrier"|NA|2|"Veyrier, Genève 1255, Schweiz"|3|"Privatzimmer"|5|101356653|"CHF"|37|2017-01-28|1|50|40|0|0|18.5
1|1|1|"Versoix"|16219485|46.2871389491729|6.16188224092507|"Versoix"|NA|2|"Versoix, Genève 1290, Schweiz"|1|"Privatzimmer"|NA|30659573|"CHF"|41|2017-01-28|1|50|40|0|0|20.5
1|1|1|"Genève"|6647720|46.2123857710947|6.12717337097506|"Genf"|NA|2|"Genf, Genève 1203, Schweiz"|3|"Privatzimmer"|5|16423738|"CHF"|40|2017-01-28|1|100|40|0|0|20
1|1|1|"Genève"|13953968|46.196776328606|6.15634742173077|"Genf"|NA|2|"Genf, Genève 1206, Schweiz"|0|"Ganze Unterkunft"|NA|71448331|"CHF"|41|2017-01-28|1|100|40|0|0|20.5
1|1|1|"Meyrin"|16246964|46.2292792132768|6.06815893303848|"Meyrin"|NA|2|"Meyrin, Genève 1217, Schweiz"|0|"Privatzimmer"|NA|96292681|"CHF"|41|2017-01-28|1|100|40|0|0|20.5
1|1|1|"Geneva"|13431362|46.2087337920839|6.12666960895823|"Genf"|NA|2|"Genf, Genf, Schweiz"|1|"Privatzimmer"|NA|10295952|"CHF"|37|2017-01-28|1|100|40|0|0|18.5
1|1|1|"Aire-la-Ville"|9743988|46.1996027419536|6.09413627173948|"Aire-la-Ville"|NA|1|"Aire-la-Ville, GE 1219, Schweiz"|1|"Privatzimmer"|NA|12853341|"CHF"|38|2017-01-28|1|100|40|0|0|38
1|1|1|"Genève"|15352017|46.200335637464|6.13529378678236|"Genf"|NA|2|"Genf, Genève 1205, Schweiz"|1|"Privatzimmer"|NA|926745|"CHF"|40|2017-01-28|1|100|40|0|0|20
1|1|1|"Genève"|13977624|46.1968032170751|6.15166123774851|"Genf"|NA|2|"Genf, GE 1206, Schweiz"|1|"Privatzimmer"|NA|25184618|"CHF"|41|2017-01-28|1|100|40|0|0|20.5
1|1|1|"LA CROIX-DE-ROZON"|5508860|46.1427029221204|6.13635651927492|"LA CROIX-DE-ROZON"|NA|1|"LA CROIX-DE-ROZON, Genève 1257, Schweiz"|1|"Privatzimmer"|NA|28572404|"CHF"|41|2017-01-28|1|100|40|0|0|41
1|1|1|"Châtelaine"|16472975|46.2099417851866|6.10623541680653|"Châtelaine"|NA|1|"Châtelaine, Genève 1219, Schweiz"|0|"Privatzimmer"|NA|108114160|"CHF"|41|2017-01-28|1|150|40|0|0|41
1|1|2|"Genève"|10896565|46.2040274238602|6.138303369521|"Genf"|NA|2|"Genf, Genève 1204, Schweiz"|16|"Privatzimmer"|5|12170233|"CHF"|41|2017-01-28|1|150|40|0|0|20.5
2|1|1|"Chêne-Bougeries"|6087523|46.1971577661003|6.17422607013736|"Chêne-Bougeries"|NA|2|"Chêne-Bougeries, Genève 1224, Schweiz"|8|"Privatzimmer"|5|2202601|"CHF"|40|2017-01-28|1|150|40|0|0|20
1|1|1|"Genève"|10767035|46.2115869952408|6.14781105593312|"Genf"|NA|1|"Genf, Genève 1201, Schweiz"|0|"Privatzimmer"|NA|52415821|"CHF"|39|2017-01-28|1|150|40|0|0|39
1|1|1|"Chêne-Bourg"|5751585|46.1941972224753|6.19572412287376|"Chêne-Bourg"|NA|2|"Chêne-Bourg, Genève 1225, Schweiz"|3|"Privatzimmer"|3.5|28448158|"CHF"|41|2017-01-28|1|150|40|0|0|20.5
1|1|1|"Chêne-Bourg"|6706862|46.1940811898474|6.19721237364078|"Chêne-Bourg"|NA|1|"Chêne-Bourg, Genève 1225, Schweiz"|10|"Privatzimmer"|4.5|28448158|"CHF"|41|2017-01-28|1|150|40|0|0|41
2|1|1|"Genève"|9250217|46.2203273861374|6.14204112817266|"Genf"|NA|1|"Genf, Genève 1202, Schweiz"|1|"Privatzimmer"|NA|24452707|"CHF"|41|2017-01-28|1|150|40|0|0|41
1|1|1|"Genève"|16525546|46.1902389979183|6.14424374144106|"Genf"|NA|2|"Genf, Genève 1205, Schweiz"|0|"Privatzimmer"|NA|15950762|"CHF"|41|2017-01-28|1|150|40|0|0|20.5
2|1|1|"Carouge"|9185261|46.1754044067999|6.14314513560183|"Carouge"|NA|1|"Carouge, Genève 1227, Schweiz"|1|"Privatzimmer"|NA|30200799|"CHF"|41|2017-01-28|1|200|40|0|0|41
1|1|2|"Genève"|1702148|46.2028848518519|6.16047192650829|"Genf"|NA|1|"Genf, Genève 1207, Schweiz"|52|"Ganze Unterkunft"|4.5|8985240|"CHF"|38|2017-01-28|1|200|40|0|0|38
1|1|1|"Lancy"|14862973|46.1877762471655|6.11417242364443|"Lancy"|NA|2|"Lancy, Genève 1213, Schweiz"|11|"Privatzimmer"|5|9785768|"CHF"|41|2017-01-28|1|200|40|0|0|20.5
1|1|1|"Genève"|11486458|46.2198236063129|6.14644410436688|"Genf"|NA|1|"Genf, Genève 1202, Schweiz"|0|"Gemeinsames Zimmer"|NA|60469306|"CHF"|37|2017-01-28|1|200|40|0|0|37
1|1|2|"Genève"|15090234|46.2141460761671|6.12463956201718|"Genf"|NA|2|"Genf, Genève 1203, Schweiz"|2|"Privatzimmer"|NA|1495682|"CHF"|40|2017-01-28|1|200|40|0|0|20
1.5|1|1|"Bellevue"|14004815|46.2557431749386|6.14794596350073|"Bellevue"|NA|2|"Bellevue, Genève 1293, Schweiz"|0|"Privatzimmer"|NA|83448228|"CHF"|41|2017-01-28|1|200|40|0|0|20.5
1|1|2|"Genève"|15022022|46.2040344972412|6.16150490659466|"Genf"|NA|1|"Genf, Genève 1207, Schweiz"|0|"Ganze Unterkunft"|NA|8985240|"CHF"|38|2017-01-28|1|200|40|0|0|38
1|1|1|"Chêne-Bourg"|5485922|46.1931293516732|6.19519033180268|"Chêne-Bourg"|NA|2|"Chêne-Bourg, Genève 1225, Schweiz"|1|"Privatzimmer"|NA|28448158|"CHF"|41|2017-01-28|1|200|40|0|0|20.5
1|1|1|"Genève"|16568012|46.206760452975|6.1360997048337|"Genf"|NA|1|"Genf, Genève 1201, Schweiz"|4|"Privatzimmer"|5|28726053|"CHF"|44|2017-01-28|1|0|45|0|0|44
1|1|1|"Plan-les-Ouates"|3723790|46.1742665550263|6.11368527401586|"Plan-les-Ouates"|NA|2|"Plan-les-Ouates, Genf 1228, Schweiz"|75|"Privatzimmer"|4.5|19023012|"CHF"|46|2017-01-28|1|0|45|0|0|23
1|1|1|"Genève"|6457676|46.2078631938316|6.14273843851057|"Genf"|NA|1|"Genf, Genève 1201, Schweiz"|19|"Privatzimmer"|5|31721634|"CHF"|45|2017-01-28|1|0|45|0|0|45
1.5|1|1|"Onex"|15700637|46.1853576618121|6.10280542120066|"Onex"|NA|2|"Onex, Genève 1213, Schweiz"|9|"Privatzimmer"|5|79063391|"CHF"|46|2017-01-28|1|0|45|0|0|23
1|1|1|"Genève"|13487129|46.2086615769576|6.13725613385513|"Genf"|NA|2|"Genf, Genève 1201, Schweiz"|1|"Ganze Unterkunft"|NA|16344333|"CHF"|44|2017-01-28|1|0|45|0|0|22
1|1|1|"Genève, Suisse"|16888339|46.2138714648086|6.12237536153718|"Genève, Suisse"|NA|1|"Genève, Suisse, canton de Genève 1203, Schweiz"|0|"Privatzimmer"|NA|56298850|"CHF"|46|2017-01-28|1|50|45|0|0|46
1|1|1|"Onex"|4320491|46.1814359155671|6.09674748911621|"Onex"|NA|2|"Onex, Genève 1213, Schweiz"|90|"Privatzimmer"|4.5|22431546|"CHF"|46|2017-01-28|1|50|45|0|0|23
1|1|1|"Plan-les-Ouates"|10588051|46.1716912205914|6.11710426810711|"Plan-les-Ouates"|NA|2|"Plan-les-Ouates, Genève 1228, Schweiz"|35|"Privatzimmer"|4.5|31906729|"CHF"|43|2017-01-28|1|50|45|0|0|21.5
1|1|1|"Onex"|16880260|46.1910047271982|6.10434084056018|"Onex"|NA|1|"Onex, Genève 1213, Schweiz"|0|"Privatzimmer"|NA|52749452|"CHF"|44|2017-01-28|1|50|45|0|0|44
1|1|1|"Genève"|9430069|46.2104819287314|6.13384106708978|"Genf"|NA|2|"Genf, Genève 1202, Schweiz"|25|"Privatzimmer"|4|31307191|"CHF"|42|2017-01-28|1|100|45|0|0|21
1|1|1|"Onex"|10315558|46.1924069266013|6.10627513671585|"Onex"|NA|1|"Onex, Genève 1213, Schweiz"|14|"Privatzimmer"|5|53074449|"CHF"|43|2017-01-28|1|100|45|0|0|43
1|1|1|"Genève"|13118037|46.1847307698865|6.11153983103972|"Genf"|NA|2|"Genf, Genève 1213, Schweiz"|15|"Privatzimmer"|5|65466516|"CHF"|46|2017-01-28|1|100|45|0|0|23
1|2|2|"Geneva"|3308087|46.2125485841046|6.15179352455669|"Genf"|NA|3|"Genf, Genf 1201, Schweiz"|8|"Ganze Unterkunft"|5|16704652|"CHF"|44|2017-01-28|1|100|45|0|0|14.6666666666667
1|1|1|"Vernier"|7592145|46.2116478201063|6.11325370226644|"Vernier"|NA|3|"Vernier, Genève 1219, Schweiz"|60|"Privatzimmer"|4.5|39813210|"CHF"|46|2017-01-28|1|100|45|0|0|15.3333333333333
1.5|1|1|"Geneva"|628055|46.1927494724134|6.14370983571482|"Genf"|NA|2|"Genf, Canton of Geneva 1205, Schweiz"|167|"Privatzimmer"|5|3118951|"CHF"|46|2017-01-28|1|100|45|0|0|23
1|1|1|"Genève"|5239971|46.192277968488|6.1443864359227|"Genf"|NA|1|"Genf, Genève 1205, Schweiz"|26|"Privatzimmer"|5|2251085|"CHF"|42|2017-01-28|1|100|45|0|0|42
1|1|1|"Genève"|12566773|46.1933775078411|6.13761539026068|"Genf"|NA|1|"Genf, Genève 1205, Schweiz"|16|"Gemeinsames Zimmer"|4.5|49813742|"CHF"|44|2017-01-28|1|100|45|0|0|44
1|1|1|"Genève"|12730923|46.2137996007253|6.12768718163477|"Genf"|NA|2|"Genf, GE 1201, Schweiz"|10|"Privatzimmer"|5|27811700|"CHF"|43|2017-01-28|1|100|45|0|0|21.5
1|1|1|"Genève"|700301|46.2003292631667|6.13770119278705|"Genf"|NA|1|"Genf, Genève 1205, Schweiz"|3|"Privatzimmer"|5|901092|"CHF"|46|2017-01-28|1|150|45|0|0|46
1.5|1|1|"Meyrin"|4944793|46.2349767479388|6.08385344835791|"Meyrin"|NA|1|"Meyrin, Genève 1217, Schweiz"|1|"Gemeinsames Zimmer"|NA|9274841|"CHF"|46|2017-01-28|1|150|45|0|0|46
1|1|1|"Vésenaz"|16185248|46.2361434726433|6.20380578614823|"Vésenaz"|NA|1|"Vésenaz, Genève 1222, Schweiz"|1|"Gemeinsames Zimmer"|NA|1354386|"CHF"|46|2017-01-28|1|150|45|0|0|46
1.5|1|3|"Onex"|7195735|46.1910331208942|6.10997961531229|"Onex"|NA|2|"Onex, GE 1213, Schweiz"|8|"Privatzimmer"|4.5|1707525|"CHF"|42|2017-01-28|1|150|45|0|0|21
2|1|1|"Genève"|11988330|46.2107577569455|6.14099881947894|"Genf"|NA|1|"Genf, Genève 1201, Schweiz"|1|"Privatzimmer"|NA|64055293|"CHF"|46|2017-01-28|1|150|45|0|0|46
1|1|1|"Onex"|16296097|46.1915037917961|6.09758373037783|"Onex"|NA|1|"Onex, Genève 1213, Schweiz"|0|"Privatzimmer"|NA|28383626|"CHF"|46|2017-01-28|1|150|45|0|0|46
1|1|2|"Genève"|5708352|46.2098852791083|6.14844474454012|"Genf"|NA|3|"Genf, Genève 1201, Schweiz"|9|"Ganze Unterkunft"|4.5|2385954|"CHF"|46|2017-01-28|1|150|45|0|0|15.3333333333333
2|1|1|"Genève"|6897561|46.2052602746309|6.13091315544141|"Genf"|NA|1|"Genf, Genève 1203, Schweiz"|7|"Privatzimmer"|4.5|36142455|"CHF"|46|2017-01-28|1|150|45|0|0|46
1.5|1|2|"Avully"|3040262|46.1671499633045|5.9950465789944|"Avully"|NA|2|"Avully, Genf 1237, Schweiz"|2|"Privatzimmer"|NA|13982960|"CHF"|44|2017-01-28|1|150|45|0|0|22
1|1|1|"Vernier"|3108317|46.2118393668672|6.07893364850659|"Vernier"|NA|1|"Vernier, Genève 1214, Schweiz"|10|"Privatzimmer"|5|10961151|"CHF"|46|2017-01-28|1|150|45|0|0|46
1|0|1|"Genève"|12261213|46.2099783618426|6.14891550953797|"Genf"|NA|2|"Genf, Genève 1201, Schweiz"|0|"Ganze Unterkunft"|NA|7645043|"CHF"|44|2017-01-28|1|150|45|0|0|22
1|1|1|"Chêne-Bourg"|10737041|46.2023387410974|6.20236857427679|"Chêne-Bourg"|NA|1|"Chêne-Bourg, Genève 1225, Schweiz"|4|"Privatzimmer"|5|55505759|"CHF"|46|2017-01-28|1|200|45|0|0|46
1.5|1|1|"Genève"|3341995|46.2012927830565|6.16012355182549|"Genf"|NA|1|"Genf, Genève 1207, Schweiz"|19|"Privatzimmer"|4.5|16867699|"CHF"|46|2017-01-28|1|200|45|0|0|46
1|1|1|"Geneva"|4356992|46.1900548623381|6.15379242167007|"Genf"|NA|2|"Genf, Genf 1206, Schweiz"|4|"Gemeinsames Zimmer"|5|16875412|"CHF"|43|2017-01-28|1|200|45|0|0|21.5
2.5|1|1|"Genève"|16110635|46.2177962459938|6.12876211100843|"Genf"|NA|2|"Genf, Genève 1202, Schweiz"|0|"Privatzimmer"|NA|45976530|"CHF"|46|2017-01-28|1|200|45|0|0|23
1|1|1|"Genève"|13693135|46.2124087985706|6.12470724685812|"Genf"|NA|1|"Genf, Genève 1203, Schweiz"|1|"Privatzimmer"|NA|50537371|"CHF"|46|2017-01-28|1|200|45|0|0|46
1|1|1|"Carouge"|7622817|46.1873250776306|6.1394828672857|"Carouge"|NA|2|"Carouge, Genève 1227, Schweiz"|5|"Privatzimmer"|4.5|31575776|"CHF"|46|2017-01-28|1|250|45|0|0|23
1|1|1|"Genève"|16777731|46.1977862461438|6.16178270520604|"Genf"|NA|1|"Genf, Genève 1208, Schweiz"|0|"Privatzimmer"|NA|4258477|"CHF"|46|2017-01-28|1|250|45|0|0|46
1|1|1|"Genève"|9388057|46.210720328098|6.12747549742936|"Genf"|NA|2|"Genf, Genève 1203, Schweiz"|31|"Privatzimmer"|4.5|48699659|"CHF"|46|2017-01-28|1|250|45|0|0|23
1|1|1|"Genève"|3301358|46.2179259150075|6.14662549532339|"Genf"|NA|1|"Genf, Genève 1202, Schweiz"|16|"Privatzimmer"|5|16673210|"CHF"|50|2017-01-28|1|0|50|0|0|50
1|1|1|"Genève"|13938516|46.2115045340161|6.14038237298008|"Genf"|NA|1|"Genf, Genève 1201, Schweiz"|52|"Privatzimmer"|4.5|81684011|"CHF"|51|2017-01-28|1|0|50|0|0|51
1|1|2|"Lancy"|7214397|46.1729701989212|6.12743898268408|"Lancy"|NA|2|"Lancy, GE 1212, Schweiz"|109|"Privatzimmer"|4.5|37771557|"CHF"|51|2017-01-28|1|0|50|0|0|25.5
1|0|1|"Genève"|14794024|46.2061366831934|6.13416940894514|"Genf"|NA|2|"Genf, Genève 1203, Schweiz"|7|"Ganze Unterkunft"|4.5|92397322|"CHF"|51|2017-01-28|1|0|50|0|0|25.5
1|1|1|"Lancy"|16511350|46.1745568792555|6.11693573069259|"Lancy"|NA|2|"Lancy, Genève 1212, Schweiz"|3|"Privatzimmer"|4.5|39925723|"CHF"|51|2017-01-28|1|0|50|0|0|25.5
1|1|1|"Genève"|12733226|46.2004083992503|6.16252345490989|"Genf"|NA|2|"Genf, Genève 1207, Schweiz"|9|"Privatzimmer"|5|3162325|"CHF"|50|2017-01-28|1|0|50|0|0|25
1|1|1|"Grand-Lancy"|16386885|46.1725065283927|6.12177886549512|"Grand-Lancy"|NA|1|"Grand-Lancy, Genève 1212, Schweiz"|1|"Privatzimmer"|NA|107341731|"CHF"|49|2017-01-28|1|0|50|0|0|49
