"bathrooms"|"bedrooms"|"beds"|"city"|"id"|"lat"|"lng"|"localized_city"|"neighborhood"|"person_capacity"|"public_address"|"reviews_count"|"room_type"|"star_rating"|"user_id"|"curr"|"price"|"scrapedate"|"guests"|"i"|"price_range"|"geo"|"lon"|"ppp"
1|2|9|"Embd"|6472565|46.2177709326821|7.82518383734398|"Embd"|NA|9|"Embd, Wallis 3926, Schweiz"|2|"Ganze Unterkunft"|NA|33813357|"CHF"|68|2017-01-28|1|0|70|0|1.5|7.55555555555556
1|1|2|"Täsch"|6153451|46.071497793267|7.78016137182013|"Täsch"|NA|2|"Täsch, Wallis 3929, Schweiz"|1|"Privatzimmer"|NA|31891432|"CHF"|72|2017-01-28|1|0|70|0|1.5|36
5|5|5|"Saas-Fee"|10509497|46.112451965467|7.92715209133096|"Saas-Fee"|NA|10|"Saas-Fee, Wallis 3906, Schweiz"|2|"Ganze Unterkunft"|NA|52169357|"CHF"|72|2017-01-28|1|0|70|0|1.5|7.2
2|3|6|"Bürchen"|3796805|46.2753281622859|7.83274560648795|"Bürchen"|NA|6|"Bürchen, Wallis 3935, Schweiz"|0|"Ganze Unterkunft"|NA|19498674|"CHF"|72|2017-01-28|1|0|70|0|1.5|12
2|6|2|"Saas-Fee"|11689323|46.1141592638951|7.92701733547061|"Saas-Fee"|NA|12|"Saas-Fee, VS 3906, Schweiz"|1|"Ganze Unterkunft"|NA|52169357|"CHF"|72|2017-01-28|1|0|70|0|1.5|6
1|1|2|"Sankt Niklaus"|7813738|46.1675938381523|7.79759741154513|"Sankt Niklaus"|NA|3|"Sankt Niklaus, Wallis 3924, Schweiz"|53|"Privatzimmer"|5|41135905|"CHF"|75|2017-01-28|1|0|75|0|1.5|25
1|1|4|"Sankt Niklaus"|15011573|46.176945952355|7.82820181213357|"Sankt Niklaus"|NA|4|"Sankt Niklaus, Wallis 3924, Schweiz"|6|"Ganze Unterkunft"|5|25436294|"CHF"|75|2017-01-28|1|0|75|0|1.5|18.75
1|1|2|"Zermatt"|6933094|46.0262437661492|7.75089705877148|"Zermatt"|NA|2|"Zermatt, Wallis 3920, Schweiz"|18|"Ganze Unterkunft"|4.5|34372505|"CHF"|77|2017-01-28|1|0|75|0|1.5|38.5
1|0|1|"Saint-Luc"|4361389|46.2219802061712|7.59207232350943|"Saint-Luc"|NA|2|"Saint-Luc, Wallis 3961, Schweiz"|57|"Ganze Unterkunft"|5|10015928|"CHF"|77|2017-01-28|1|0|75|0|1.5|38.5
1.5|1|1|"Zermatt"|13077216|46.0219053730531|7.73723886012112|"Zermatt"|NA|1|"Zermatt, Wallis 3920, Schweiz"|9|"Privatzimmer"|5|44098472|"CHF"|77|2017-01-28|1|0|75|0|1.5|77
1|2|4|"Törbel"|13553453|46.2396960619775|7.85558844553332|"Törbel"|NA|4|"Törbel, Wallis 3923, Schweiz"|5|"Ganze Unterkunft"|5|78051223|"CHF"|77|2017-01-28|1|0|75|0|1.5|19.25
1|1|1|"Zermatt"|16264352|46.0161449595242|7.74585014939643|"Zermatt"|NA|2|"Zermatt, 3920, Schweiz"|0|"Ganze Unterkunft"|NA|101615207|"CHF"|77|2017-01-28|1|0|75|0|1.5|38.5
1|0|1|"Zermatt"|16940531|46.0230998133691|7.75277193453876|"Zermatt"|NA|2|"Zermatt, VS 3920, Schweiz"|0|"Ganze Unterkunft"|NA|113221922|"CHF"|73|2017-01-28|1|0|75|0|1.5|36.5
1|0|2|"Unterbäch"|13663247|46.2837612900119|7.79982030879305|"Unterbäch"|NA|3|"Unterbäch, Wallis 3944, Schweiz"|3|"Ganze Unterkunft"|5|78045308|"CHF"|77|2017-01-28|1|0|75|0|1.5|25.6666666666667
1|0|1|"Saas-Fee"|13471057|46.1131248144478|7.9296118593647|"Saas-Fee"|NA|2|"Saas-Fee, Wallis 3906, Schweiz"|0|"Ganze Unterkunft"|NA|77060948|"CHF"|76|2017-01-28|1|0|75|0|1.5|38
8|10|16|"Gasenried"|15878928|46.1798167951434|7.82407151915543|"Gasenried"|NA|16|"Gasenried, Wallis 3924, Schweiz"|0|"Ganze Unterkunft"|NA|68881931|"CHF"|77|2017-01-28|1|0|75|0|1.5|4.8125
1|1|2|"Zermatt"|6830598|46.024977430748|7.75142252620988|"Zermatt"|NA|2|"Zermatt, Wallis 3920, Schweiz"|11|"Ganze Unterkunft"|5|34372505|"CHF"|77|2017-01-28|1|0|75|0|1.5|38.5
1|1|2|"Zermatt"|16202727|46.016198114824|7.7427521083131|"Zermatt"|NA|2|"Zermatt, 3920, Schweiz"|0|"Ganze Unterkunft"|NA|101615207|"CHF"|77|2017-01-28|1|0|75|0|1.5|38.5
1|1|1|"Zeneggen"|16061895|46.2718695805865|7.86624551585067|"Zeneggen"|NA|2|"Zeneggen, Wallis 3934, Schweiz"|3|"Privatzimmer"|4.5|104618105|"CHF"|77|2017-01-28|1|0|75|0|1.5|38.5
1.5|5|11|"Zermatt"|8367209|46.0224254069493|7.74264439453898|"Zermatt"|NA|11|"Zermatt, Wallis 3920, Schweiz"|15|"Ganze Unterkunft"|5|44098472|"CHF"|77|2017-01-28|1|0|75|0|1.5|7
1|1|2|"Zermatt"|16161429|46.0134565156426|7.74861051857958|"Zermatt"|NA|2|"Zermatt, 3920, Schweiz"|0|"Ganze Unterkunft"|NA|101615207|"CHF"|77|2017-01-28|1|0|75|0|1.5|38.5
1.5|1|1|"Zermatt"|13010058|46.0234886425011|7.73885748890603|"Zermatt"|NA|1|"Zermatt, Wallis 3920, Schweiz"|3|"Privatzimmer"|5|44098472|"CHF"|77|2017-01-28|1|0|75|0|1.5|77
1|1|2|"Zermatt"|16119557|46.026153246959|7.7522964733046|"Zermatt"|NA|2|"Zermatt, 3920, Schweiz"|0|"Ganze Unterkunft"|NA|101615207|"CHF"|77|2017-01-28|1|0|75|0|1.5|38.5
1.5|1|1|"Zermatt"|13125904|46.0230940342651|7.73835757066132|"Zermatt"|NA|2|"Zermatt, Wallis 3920, Schweiz"|4|"Privatzimmer"|5|44098472|"CHF"|77|2017-01-28|1|50|75|0|1.5|38.5
1|1|2|"Zermatt"|16202720|46.0219635102677|7.75309686424688|"Zermatt"|NA|4|"Zermatt, 3920, Schweiz"|1|"Ganze Unterkunft"|NA|101615207|"CHF"|77|2017-01-28|1|50|75|0|1.5|19.25
1|1|1|"Zermatt"|16161439|46.0263685200324|7.75354302265364|"Zermatt"|NA|2|"Zermatt, 3920, Schweiz"|1|"Ganze Unterkunft"|NA|101615207|"CHF"|77|2017-01-28|1|50|75|0|1.5|38.5
1|1|2|"Zeneggen"|8018746|46.2692113028529|7.86305221567368|"Zeneggen"|NA|2|"Zeneggen, Wallis 3934, Schweiz"|15|"Privatzimmer"|5|8558872|"CHF"|77|2017-01-28|1|50|75|0|1.5|38.5
1|1|4|"Bürchen"|4388672|46.2763495519608|7.8263635098969|"Bürchen"|NA|4|"Bürchen, Wallis, Schweiz"|0|"Ganze Unterkunft"|NA|22784970|"CHF"|77|2017-01-28|1|50|75|0|1.5|19.25
2|2|4|"Chandolin"|3196249|46.2569981041518|7.5903705416797|"Chandolin"|NA|4|"Chandolin, Wallis 3961, Schweiz"|0|"Ganze Unterkunft"|NA|11835078|"CHF"|77|2017-01-28|1|50|75|0|1.5|19.25
1.5|1|5|"Zermatt"|13143035|46.0232409549118|7.73807028699462|"Zermatt"|NA|5|"Zermatt, Wallis 3920, Schweiz"|1|"Gemeinsames Zimmer"|NA|44098472|"CHF"|77|2017-01-28|1|50|75|0|1.5|15.4
1|1|1|"Zermatt"|10138550|46.0182966822614|7.74934818937099|"Zermatt"|NA|2|"Zermatt, VS 3920, Schweiz"|7|"Ganze Unterkunft"|4.5|52029830|"CHF"|81|2017-01-28|1|0|80|0|1.5|40.5
1|1|1|"Zermatt"|7627023|46.0173871211426|7.74659003065703|"Zermatt"|NA|2|"Zermatt, Wallis 3920, Schweiz"|48|"Ganze Unterkunft"|4.5|33636236|"CHF"|81|2017-01-28|1|0|80|0|1.5|40.5
1|1|4|"Saas-Fee"|13862765|46.1163197892693|7.93171619312957|"Saas-Fee"|NA|4|"Saas-Fee, Wallis 3906, Schweiz"|3|"Ganze Unterkunft"|4.5|33688744|"CHF"|82|2017-01-28|1|0|80|0|1.5|20.5
1|2|4|"Stalden"|13725514|46.2305439115829|7.87232976497282|"Stalden"|NA|6|"Stalden, Wallis 3922, Schweiz"|15|"Ganze Unterkunft"|5|21410719|"CHF"|82|2017-01-28|1|0|80|0|1.5|13.6666666666667
1|0|1|"Zermatt"|14277561|46.0203710525145|7.74286817385168|"Zermatt"|NA|2|"Zermatt, Wallis 3920, Schweiz"|0|"Ganze Unterkunft"|NA|87023820|"CHF"|82|2017-01-28|1|0|80|0|1.5|41
1|1|4|"Grächen"|13644950|46.1914995470449|7.83540120449276|"Grächen"|NA|4|"Grächen, Wallis 3925, Schweiz"|14|"Privatzimmer"|4|3772927|"CHF"|82|2017-01-28|1|0|80|0|1.5|20.5
1|2|4|"Saas-Grund"|15777278|46.1269127050279|7.93589527824364|"Saas-Grund"|NA|4|"Saas-Grund, Wallis 3910, Schweiz"|0|"Ganze Unterkunft"|NA|102041753|"CHF"|82|2017-01-28|1|0|80|0|1.5|20.5
1|0|2|"Saas-Fee"|16580982|46.106288512563|7.91974080444398|"Saas-Fee"|NA|2|"Saas-Fee, Wallis 3906, Schweiz"|0|"Ganze Unterkunft"|NA|11793783|"CHF"|82|2017-01-28|1|0|80|0|1.5|41
1|1|2|"Zermatt"|13089652|46.0106089674197|7.7441627809573|"Zermatt"|NA|4|"Zermatt, Wallis 3920, Schweiz"|3|"Ganze Unterkunft"|5|25590017|"CHF"|82|2017-01-28|1|0|80|0|1.5|20.5
1|1|1|"Zermatt"|13214172|46.0129124310466|7.74808035658785|"Zermatt"|NA|2|"Zermatt, Wallis 3920, Schweiz"|2|"Ganze Unterkunft"|NA|74099171|"CHF"|82|2017-01-28|1|0|80|0|1.5|41
1|0|3|"Zermatt"|1388990|46.0235882723565|7.75352378581806|"Zermatt"|NA|3|"Zermatt, Wallis 3920, Schweiz"|57|"Ganze Unterkunft"|4.5|2195015|"CHF"|82|2017-01-28|1|0|80|0|1.5|27.3333333333333
1|2|3|"Bürchen"|7353629|46.2683489967054|7.82866000016068|"Bürchen"|NA|4|"Bürchen, Wallis 3935, Schweiz"|1|"Ganze Unterkunft"|NA|36816639|"CHF"|82|2017-01-28|1|0|80|0|1.5|20.5
1|1|1|"Ayer"|10198895|46.212154956716|7.58950006075656|"Ayer"|NA|2|"Ayer, Wallis 3961, Schweiz"|1|"Privatzimmer"|NA|52391927|"CHF"|82|2017-01-28|1|0|80|0|1.5|41
2|4|6|"Grimentz"|16161634|46.1977457760391|7.58225312769313|"Grimentz"|NA|8|"Grimentz, Valais / Wallis 3961, Schweiz"|0|"Ganze Unterkunft"|NA|105098765|"CHF"|78|2017-01-28|1|0|80|0|1.5|9.75
1|1|2|"Salgesch"|3402919|46.3001100144565|7.58230973043835|"Salgesch"|NA|3|"Salgesch, Wallis 3970, Schweiz"|50|"Privatzimmer"|4.5|17025989|"CHF"|82|2017-01-28|1|0|80|0|1.5|27.3333333333333
1|1|2|"Grächen"|13719113|46.1926096377001|7.83426065473853|"Grächen"|NA|2|"Grächen, Wallis 3925, Schweiz"|13|"Privatzimmer"|4|3772927|"CHF"|82|2017-01-28|1|0|80|0|1.5|41
1|1|2|"Täsch"|1293882|46.070546555261|7.77879050730848|"Täsch"|NA|2|"Täsch, Wallis, Schweiz"|3|"Ganze Unterkunft"|5|6423933|"CHF"|78|2017-01-28|1|0|80|0|1.5|39
1|1|1|"Susten"|13257723|46.2991650251271|7.63714178726641|"Susten"|NA|2|"Susten, Wallis 3952, Schweiz"|3|"Ganze Unterkunft"|5|74607865|"CHF"|82|2017-01-28|1|0|80|0|1.5|41
1|1|2|"Saint-Luc"|16074975|46.2176498667317|7.60382059602533|"Saint-Luc"|NA|2|"Saint-Luc, Wallis 3961, Schweiz"|1|"Ganze Unterkunft"|NA|40379428|"CHF"|82|2017-01-28|1|0|80|0|1.5|41
1|2|5|"Saas-Balen"|15127957|46.1359229147758|7.92897394524596|"Saas-Balen"|NA|5|"Saas-Balen, Wallis 3908, Schweiz"|1|"Ganze Unterkunft"|NA|14426298|"CHF"|82|2017-01-28|1|0|80|0|1.5|16.4
1.5|1|3|"Chandolin"|16923805|46.253649120971|7.59709271879654|"Chandolin"|NA|5|"Chandolin, Wallis, Schweiz"|0|"Ganze Unterkunft"|NA|12852568|"CHF"|82|2017-01-28|1|0|80|0|1.5|16.4
3|3|6|"Simplon"|15462524|46.1960158591537|8.05454984195505|"Simplon"|NA|6|"Simplon, Wallis 3907, Schweiz"|2|"Ganze Unterkunft"|NA|99177894|"CHF"|82|2017-01-28|1|0|80|0|1.5|13.6666666666667
1|1|1|"Zeneggen"|16807417|46.2643847444869|7.8619286924263|"Zeneggen"|NA|2|"Zeneggen, Wallis 3934, Schweiz"|0|"Privatzimmer"|NA|7169330|"CHF"|82|2017-01-28|1|0|80|0|1.5|41
1|3|5|"Staldenried"|14797220|46.2273655005025|7.88226829549967|"Staldenried"|NA|5|"Staldenried, Wallis 3933, Schweiz"|1|"Ganze Unterkunft"|NA|27094002|"CHF"|82|2017-01-28|1|0|80|0|1.5|16.4
1|0|2|"Saas Fee"|2289483|46.1114384940568|7.93172168475571|"Saas Fee"|NA|2|"Saas Fee, Wallis, Schweiz"|1|"Ganze Unterkunft"|NA|11694909|"CHF"|82|2017-01-28|1|50|80|0|1.5|41
1.5|1|4|"Zeneggen"|424250|46.273107746257|7.86653826275622|"Zeneggen"|NA|4|"Zeneggen, Wallis 3934, Schweiz"|104|"Ganze Unterkunft"|5|2109048|"CHF"|82|2017-01-28|1|50|80|0|1.5|20.5
1|1|2|"Unterbäch"|3945066|46.275476398935|7.79949293352332|"Unterbäch"|NA|3|"Unterbäch, Wallis 3944, Schweiz"|3|"Privatzimmer"|4.5|20231745|"CHF"|82|2017-01-28|1|50|80|0|1.5|27.3333333333333
8|10|16|"Randa"|9856091|46.0961549037971|7.78261718064647|"Randa"|NA|16|"Randa, Wallis 3928, Schweiz"|0|"Ganze Unterkunft"|NA|20247950|"CHF"|82|2017-01-28|1|50|80|0|1.5|5.125
1|2|5|"Leuk"|11909287|46.2982931726341|7.63672707278154|"Leuk"|NA|5|"Leuk, Wallis 3952, Schweiz"|0|"Ganze Unterkunft"|NA|44915256|"CHF"|80|2017-01-28|1|50|80|0|1.5|16
1|1|2|"Zermatt"|8331899|46.0108672239061|7.74706863849631|"Zermatt"|NA|2|"Zermatt, Wallis, Schweiz"|130|"Privatzimmer"|5|43480382|"CHF"|85|2017-01-28|1|0|85|0|1.5|42.5
1|0|1|"Zermatt"|3707466|46.0219097829532|7.75094353394894|"Zermatt"|NA|2|"Zermatt, Wallis 3920, Schweiz"|94|"Ganze Unterkunft"|5|18909897|"CHF"|87|2017-01-28|1|0|85|0|1.5|43.5
1|3|4|"Bürchen"|15562406|46.2835653990501|7.8134168053696|"Bürchen"|NA|5|"Bürchen, Wallis 3935, Schweiz"|4|"Ganze Unterkunft"|5|96615896|"CHF"|86|2017-01-28|1|0|85|0|1.5|17.2
1|2|4|"Zeneggen"|7301724|46.2691577002733|7.86897379518572|"Zeneggen"|NA|4|"Zeneggen, Wallis 3934, Schweiz"|28|"Ganze Unterkunft"|5|38246651|"CHF"|86|2017-01-28|1|0|85|0|1.5|21.5
1.5|2|4|"Grimentz"|589280|46.1780716091101|7.57237480691133|"Grimentz"|NA|6|"Grimentz, Wallis, Schweiz"|39|"Ganze Unterkunft"|5|609989|"CHF"|86|2017-01-28|1|0|85|0|1.5|14.3333333333333
1|1|2|"Zermatt"|14579128|46.0184330221305|7.74983025830893|"Zermatt"|NA|2|"Zermatt, Wallis 3920, Schweiz"|4|"Ganze Unterkunft"|5|29052801|"CHF"|87|2017-01-28|1|0|85|0|1.5|43.5
1|1|4|"Zeneggen"|14243174|46.2714489141661|7.86254624333494|"Zeneggen"|NA|4|"Zeneggen, Wallis 3934, Schweiz"|8|"Privatzimmer"|5|43294769|"CHF"|87|2017-01-28|1|0|85|0|1.5|21.75
1|1|2|"Zermatt"|16202714|46.0144010896377|7.74840629064383|"Zermatt"|NA|3|"Zermatt, 3920, Schweiz"|0|"Ganze Unterkunft"|NA|101615207|"CHF"|85|2017-01-28|1|0|85|0|1.5|28.3333333333333
1.5|1|4|"Grimentz"|7088808|46.1764807769318|7.57459672729626|"Grimentz"|NA|4|"Grimentz, Wallis 3961, Schweiz"|3|"Ganze Unterkunft"|4.5|10377018|"CHF"|87|2017-01-28|1|0|85|0|1.5|21.75
1|4|5|"Ayer"|16024388|46.1355224520614|7.63144298531242|"Ayer"|NA|6|"Ayer, Wallis 3961, Schweiz"|0|"Ganze Unterkunft"|NA|102952960|"CHF"|84|2017-01-28|1|0|85|0|1.5|14
1|2|4|"Saint-Luc"|3778867|46.2197626165267|7.59835217221821|"Saint-Luc"|NA|4|"Saint-Luc, Wallis 3961, Schweiz"|6|"Ganze Unterkunft"|5|19381727|"CHF"|87|2017-01-28|1|0|85|0|1.5|21.75
1|1|2|"Saint-Luc"|16879254|46.218431789134|7.60476330918312|"Saint-Luc"|NA|4|"Saint-Luc, Wallis 3961, Schweiz"|0|"Ganze Unterkunft"|NA|112532478|"CHF"|87|2017-01-28|1|0|85|0|1.5|21.75
1|1|1|"Randa"|8185094|46.0934807337026|7.7800365990482|"Randa"|NA|16|"Randa, Wallis, Schweiz"|11|"Privatzimmer"|4.5|20247950|"CHF"|87|2017-01-28|1|0|85|0|1.5|5.4375
1.5|2|4|"Grächen"|223871|46.1905934419816|7.83680051896323|"Grächen"|NA|4|"Grächen, Wallis 3925, Schweiz"|1|"Ganze Unterkunft"|NA|1164371|"CHF"|87|2017-01-28|1|0|85|0|1.5|21.75
1|2|3|"Sankt Niklaus"|13285946|46.1775743521463|7.81536704268846|"Sankt Niklaus"|NA|5|"Sankt Niklaus, Wallis 3924, Schweiz"|1|"Ganze Unterkunft"|NA|57655602|"CHF"|87|2017-01-28|1|0|85|0|1.5|17.4
1|2|3|"Chandolin"|5220606|46.252011854248|7.59150857195634|"Chandolin"|NA|4|"Chandolin, Wallis 3961, Schweiz"|2|"Ganze Unterkunft"|NA|3271385|"CHF"|87|2017-01-28|1|0|85|0|1.5|21.75
1|2|5|"Oberems"|2379779|46.2842074567715|7.6789263865477|"Oberems"|NA|5|"Oberems, Wallis 3948, Schweiz"|2|"Ganze Unterkunft"|NA|12157149|"CHF"|87|2017-01-28|1|0|85|0|1.5|17.4
1|2|5|"Visperterminen"|1862114|46.2671995440655|7.90263756562805|"Visperterminen"|NA|4|"Visperterminen, Wallis 3932, Schweiz"|0|"Ganze Unterkunft"|NA|9361237|"CHF"|87|2017-01-28|1|0|85|0|1.5|21.75
1|2|4|"Grimentz"|12975910|46.1765545697778|7.57374458905615|"Grimentz"|NA|4|"Grimentz, Wallis 3961, Schweiz"|0|"Ganze Unterkunft"|NA|5951217|"CHF"|87|2017-01-28|1|0|85|0|1.5|21.75
1|1|2|"Zermatt"|8286899|46.0224370712807|7.74625796608616|"Zermatt"|NA|2|"Zermatt, Wallis, Schweiz"|112|"Ganze Unterkunft"|4.5|14802527|"CHF"|93|2017-01-28|1|0|90|0|1.5|46.5
1|0|2|"Saas-Fee"|15801379|46.1105743591669|7.92817529447564|"Saas-Fee"|NA|2|"Saas-Fee, Wallis 3906, Schweiz"|3|"Ganze Unterkunft"|5|38926343|"CHF"|93|2017-01-28|1|0|90|0|1.5|46.5
1|1|4|"Randa"|6177070|46.0962719873512|7.77865651812061|"Randa"|NA|4|"Randa, Wallis 3928, Schweiz"|11|"Ganze Unterkunft"|5|12181893|"CHF"|93|2017-01-28|1|0|90|0|1.5|23.25
1|1|2|"Saas-Fee"|16133404|46.109398024858|7.92738414715809|"Saas-Fee"|NA|2|"Saas-Fee, Wallis 3906, Schweiz"|1|"Ganze Unterkunft"|NA|105241190|"CHF"|93|2017-01-28|1|0|90|0|1.5|46.5
1|1|2|"Zermatt"|15214511|46.0192109333373|7.7432999871201|"Zermatt"|NA|2|"Zermatt, Wallis 3920, Schweiz"|1|"Ganze Unterkunft"|NA|96664105|"CHF"|93|2017-01-28|1|0|90|0|1.5|46.5
1|2|2|"Zermatt"|16161411|46.0121971354742|7.74809786479778|"Zermatt"|NA|4|"Zermatt, 3920, Schweiz"|0|"Ganze Unterkunft"|NA|101615207|"CHF"|88|2017-01-28|1|0|90|0|1.5|22
1|2|2|"Grimentz"|16424363|46.1807412588628|7.57594074374814|"Grimentz"|NA|4|"Grimentz, Wallis 3961, Schweiz"|1|"Ganze Unterkunft"|NA|107667364|"CHF"|93|2017-01-28|1|0|90|0|1.5|23.25
2|3|7|"3925 Grächen"|9951213|46.1883722867105|7.83378732139944|"3925 Grächen"|NA|7|"3925 Grächen, Wallis, Schweiz"|5|"Ganze Unterkunft"|5|51139400|"CHF"|93|2017-01-28|1|0|90|0|1.5|13.2857142857143
1|2|6|"Grächen"|829528|46.1932890778622|7.83687042644542|"Grächen"|NA|6|"Grächen, Wallis 3925, Schweiz"|8|"Ganze Unterkunft"|4.5|2942552|"CHF"|93|2017-01-28|1|0|90|0|1.5|15.5
1|2|6|"Eischoll"|6810334|46.2936353564847|7.77915167269838|"Eischoll"|NA|6|"Eischoll, Wallis 3943, Schweiz"|1|"Ganze Unterkunft"|NA|35651236|"CHF"|92|2017-01-28|1|0|90|0|1.5|15.3333333333333
2|1|1|"Zermatt"|16202721|46.0242825193037|7.75643399332014|"Zermatt"|NA|2|"Zermatt, 3920, Schweiz"|0|"Ganze Unterkunft"|NA|101615207|"CHF"|88|2017-01-28|1|0|90|0|1.5|44
1|2|4|"Saas Fee"|5102714|46.1151406682515|7.93072012610816|"Saas Fee"|NA|4|"Saas Fee, Wallis CH3906, Schweiz"|4|"Ganze Unterkunft"|4|26243741|"CHF"|88|2017-01-28|1|0|90|0|1.5|22
1|0|2|"Saas-Fee"|4338340|46.1051912842005|7.92468052021549|"Saas-Fee"|NA|2|"Saas-Fee, Wallis 3906, Schweiz"|3|"Ganze Unterkunft"|4.5|16327110|"CHF"|93|2017-01-28|1|0|90|0|1.5|46.5
1|2|6|"Bürchen"|4611914|46.2778374081745|7.82311817661847|"Bürchen"|NA|6|"Bürchen, Wallis 3935, Schweiz"|3|"Ganze Unterkunft"|5|23894602|"CHF"|93|2017-01-28|1|0|90|0|1.5|15.5
1.5|3|7|"Grächen"|14735100|46.1968265193398|7.83958936863514|"Grächen"|NA|7|"Grächen, Wallis 3925, Schweiz"|1|"Ganze Unterkunft"|NA|91777561|"CHF"|93|2017-01-28|1|0|90|0|1.5|13.2857142857143
2|3|6|"Eischoll"|680588|46.2947287491764|7.78147304136095|"Eischoll"|NA|6|"Eischoll, Wallis 3943, Schweiz"|6|"Ganze Unterkunft"|4|3465651|"CHF"|88|2017-01-28|1|0|90|0|1.5|14.6666666666667
1|1|2|"Saas-Almagell"|4933819|46.0975365566406|7.95546252776965|"Saas-Almagell"|NA|2|"Saas-Almagell, Wallis 3905, Schweiz"|0|"Ganze Unterkunft"|NA|25399776|"CHF"|93|2017-01-28|1|0|90|0|1.5|46.5
1|3|4|"Grächen"|15643860|46.1944344510567|7.8402845892383|"Grächen"|NA|4|"Grächen, Wallis 3925, Schweiz"|0|"Ganze Unterkunft"|NA|84124459|"CHF"|93|2017-01-28|1|0|90|0|1.5|23.25
2|3|7|"Grächen"|10061175|46.1887810026612|7.83436743983297|"Grächen"|NA|7|"Grächen, Wallis, Schweiz"|2|"Ganze Unterkunft"|NA|51139400|"CHF"|93|2017-01-28|1|0|90|0|1.5|13.2857142857143
1.5|2|6|"Chandolin"|15694644|46.2525106633157|7.59582265782431|"Chandolin"|NA|6|"Chandolin, Wallis 3961, Schweiz"|3|"Ganze Unterkunft"|4.5|12852568|"CHF"|93|2017-01-28|1|0|90|0|1.5|15.5
1|2|2|"Zermatt"|16161408|46.013308980691|7.74675872490573|"Zermatt"|NA|4|"Zermatt, 3920, Schweiz"|0|"Ganze Unterkunft"|NA|101615207|"CHF"|88|2017-01-28|1|0|90|0|1.5|22
1|1|4|"Zermatt"|6153441|46.0212465358859|7.74332629112149|"Zermatt"|NA|4|"Zermatt, Wallis 3920, Schweiz"|1|"Privatzimmer"|NA|31891432|"CHF"|93|2017-01-28|1|50|90|0|1.5|23.25
1.5|2|5|"Grächen"|14864527|46.1964801982462|7.83890143504867|"Grächen"|NA|5|"Grächen, Wallis 3925, Schweiz"|0|"Ganze Unterkunft"|NA|91777561|"CHF"|93|2017-01-28|1|50|90|0|1.5|18.6
1|2|4|"Grächen"|15643529|46.1949506651114|7.84018046382503|"Grächen"|NA|4|"Grächen, Wallis 3925, Schweiz"|0|"Ganze Unterkunft"|NA|84124459|"CHF"|93|2017-01-28|1|50|90|0|1.5|23.25
2.5|3|7|"Chandolin"|7701325|46.2535425147638|7.59540713633333|"Chandolin"|NA|7|"Chandolin, Wallis 3961, Schweiz"|7|"Ganze Unterkunft"|4.5|40379428|"CHF"|93|2017-01-28|1|50|90|0|1.5|13.2857142857143
1|0|3|"Zermatt"|5349413|46.0236184867312|7.75415156843268|"Zermatt"|NA|3|"Zermatt, Wallis 3920, Schweiz"|0|"Ganze Unterkunft"|NA|14910764|"CHF"|93|2017-01-28|1|50|90|0|1.5|31
1|0|1|"Saas Fee"|3814498|46.1077388230325|7.92876129867641|"Saas Fee"|NA|2|"Saas Fee, Wallis 3906, Schweiz"|2|"Ganze Unterkunft"|NA|4213941|"CHF"|93|2017-01-28|1|50|90|0|1.5|46.5
2|2|4|"Grimentz"|13888353|46.1789138689233|7.57505148831401|"Grimentz"|NA|4|"Grimentz, Wallis 3961, Schweiz"|0|"Ganze Unterkunft"|NA|80455248|"CHF"|92|2017-01-28|1|50|90|0|1.5|23
1|0|1|"Saas Fee"|3814337|46.1085824979549|7.92853526919156|"Saas Fee"|NA|2|"Saas Fee, Wallis 3906, Schweiz"|0|"Ganze Unterkunft"|NA|4213941|"CHF"|93|2017-01-28|1|50|90|0|1.5|46.5
1|0|3|"Zermatt"|8734022|46.0242538953322|7.74650739910751|"Zermatt"|NA|3|"Zermatt, Wallis, Schweiz"|83|"Ganze Unterkunft"|4.5|14802527|"CHF"|98|2017-01-28|1|0|95|0|1.5|32.6666666666667
1|1|2|"Sankt Niklaus"|13917376|46.1718568843302|7.79798930661302|"Sankt Niklaus"|NA|4|"Sankt Niklaus, Wallis 3924, Schweiz"|30|"Ganze Unterkunft"|5|75338045|"CHF"|95|2017-01-28|1|0|95|0|1.5|23.75
1|0|2|"Zermatt"|12409518|46.0224103201502|7.74742855753173|"Zermatt"|NA|2|"Zermatt, VS 3920, Schweiz"|29|"Ganze Unterkunft"|4.5|14802527|"CHF"|98|2017-01-28|1|0|95|0|1.5|49
1|2|2|"Zermatt"|16737452|46.0186754999486|7.74368888487262|"Zermatt"|NA|4|"Zermatt, Wallis 3920, Schweiz"|0|"Ganze Unterkunft"|NA|38062080|"CHF"|95|2017-01-28|1|0|95|0|1.5|23.75
1|1|4|"Zermatt"|14904053|46.017302619382|7.74601219833561|"Zermatt"|NA|4|"Zermatt, Wallis 3920, Schweiz"|0|"Ganze Unterkunft"|NA|93586296|"CHF"|98|2017-01-28|1|0|95|0|1.5|24.5
1|1|2|"Zermatt"|3335856|46.0224689075402|7.7460015326796|"Zermatt"|NA|2|"Zermatt, Wallis 3920, Schweiz"|209|"Ganze Unterkunft"|4.5|14802527|"CHF"|98|2017-01-28|1|0|95|0|1.5|49
